2025-11-08 10:59:13,826 - INFO - 使用设备: cpu
2025-11-08 10:59:13,826 - INFO - 实验配置: d_model=128, batch_size=32, epochs=5, block_size=64, seed=42, ablate_pe=False, ablate_multihead=False, ablate_ffn=True
2025-11-08 10:59:13,827 - INFO - 加载数据集...
2025-11-08 10:59:13,954 - INFO - 训练批次: 1,042, 验证批次: 121, 词汇表大小: 65
2025-11-08 10:59:13,955 - INFO - 初始化模型...
2025-11-08 10:59:13,963 - INFO - 
============================================================
2025-11-08 10:59:13,964 - INFO - Epoch 1/5
2025-11-08 10:59:13,964 - INFO - ============================================================
2025-11-08 10:59:13,965 - INFO - Epoch 1/5: 开始训练 (1,042 批次)
2025-11-08 10:59:14,916 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.3300 | LR: 2.96e-09 | 速度: 0.094s/batch | ETA: 1.6min
2025-11-08 11:00:10,268 - INFO - 进度:  47.0% | 批次: 490/1,042 | 损失: 4.3307 | LR: 1.45e-07 | 速度: 0.080s/batch | ETA: 1.1min
2025-11-08 11:00:11,020 - INFO - 进度:  48.0% | 批次: 500/1,042 | 损失: 4.3307 | LR: 1.48e-07 | 速度: 0.075s/batch | ETA: 1.0min
2025-11-08 11:00:11,772 - INFO - 进度:  48.9% | 批次: 510/1,042 | 损失: 4.3305 | LR: 1.51e-07 | 速度: 0.075s/batch | ETA: 1.0min
2025-11-08 11:00:12,756 - INFO - 进度:  49.9% | 批次: 520/1,042 | 损失: 4.3304 | LR: 1.54e-07 | 速度: 0.098s/batch | ETA: 1.0min
2025-11-08 11:00:13,670 - INFO - 进度:  50.9% | 批次: 530/1,042 | 损失: 4.3304 | LR: 1.57e-07 | 速度: 0.091s/batch | ETA: 1.0min
2025-11-08 11:00:14,568 - INFO - 进度:  51.8% | 批次: 540/1,042 | 损失: 4.3302 | LR: 1.60e-07 | 速度: 0.089s/batch | ETA: 0.9min
2025-11-08 11:00:15,330 - INFO - 进度:  52.8% | 批次: 550/1,042 | 损失: 4.3302 | LR: 1.63e-07 | 速度: 0.076s/batch | ETA: 0.9min
2025-11-08 11:00:16,088 - INFO - 进度:  53.7% | 批次: 560/1,042 | 损失: 4.3301 | LR: 1.66e-07 | 速度: 0.075s/batch | ETA: 0.9min
2025-11-08 11:00:16,789 - INFO - 进度:  54.7% | 批次: 570/1,042 | 损失: 4.3300 | LR: 1.69e-07 | 速度: 0.070s/batch | ETA: 0.9min
2025-11-08 11:00:17,622 - INFO - 进度:  55.7% | 批次: 580/1,042 | 损失: 4.3297 | LR: 1.72e-07 | 速度: 0.083s/batch | ETA: 0.8min
2025-11-08 11:00:18,553 - INFO - 进度:  56.6% | 批次: 590/1,042 | 损失: 4.3295 | LR: 1.75e-07 | 速度: 0.093s/batch | ETA: 0.8min
2025-11-08 11:00:19,512 - INFO - 进度:  57.6% | 批次: 600/1,042 | 损失: 4.3293 | LR: 1.78e-07 | 速度: 0.095s/batch | ETA: 0.8min
2025-11-08 11:00:20,496 - INFO - 进度:  58.5% | 批次: 610/1,042 | 损失: 4.3291 | LR: 1.81e-07 | 速度: 0.098s/batch | ETA: 0.8min
2025-11-08 11:00:21,433 - INFO - 进度:  59.5% | 批次: 620/1,042 | 损失: 4.3290 | LR: 1.84e-07 | 速度: 0.093s/batch | ETA: 0.8min
2025-11-08 11:00:22,474 - INFO - 进度:  60.5% | 批次: 630/1,042 | 损失: 4.3290 | LR: 1.87e-07 | 速度: 0.104s/batch | ETA: 0.7min
2025-11-08 11:00:23,547 - INFO - 进度:  61.4% | 批次: 640/1,042 | 损失: 4.3288 | LR: 1.90e-07 | 速度: 0.107s/batch | ETA: 0.7min
2025-11-08 11:00:24,588 - INFO - 进度:  62.4% | 批次: 650/1,042 | 损失: 4.3283 | LR: 1.93e-07 | 速度: 0.103s/batch | ETA: 0.7min
2025-11-08 11:00:25,471 - INFO - 进度:  63.3% | 批次: 660/1,042 | 损失: 4.3281 | LR: 1.96e-07 | 速度: 0.088s/batch | ETA: 0.7min
2025-11-08 11:00:26,374 - INFO - 进度:  64.3% | 批次: 670/1,042 | 损失: 4.3280 | LR: 1.99e-07 | 速度: 0.090s/batch | ETA: 0.7min
2025-11-08 11:00:27,229 - INFO - 进度:  65.3% | 批次: 680/1,042 | 损失: 4.3279 | LR: 2.02e-07 | 速度: 0.085s/batch | ETA: 0.7min
2025-11-08 11:00:28,105 - INFO - 进度:  66.2% | 批次: 690/1,042 | 损失: 4.3279 | LR: 2.05e-07 | 速度: 0.087s/batch | ETA: 0.6min
2025-11-08 11:00:29,055 - INFO - 进度:  67.2% | 批次: 700/1,042 | 损失: 4.3277 | LR: 2.08e-07 | 速度: 0.094s/batch | ETA: 0.6min
2025-11-08 11:00:30,065 - INFO - 进度:  68.1% | 批次: 710/1,042 | 损失: 4.3274 | LR: 2.10e-07 | 速度: 0.100s/batch | ETA: 0.6min
2025-11-08 11:00:30,998 - INFO - 进度:  69.1% | 批次: 720/1,042 | 损失: 4.3272 | LR: 2.13e-07 | 速度: 0.093s/batch | ETA: 0.6min
2025-11-08 11:00:31,922 - INFO - 进度:  70.1% | 批次: 730/1,042 | 损失: 4.3269 | LR: 2.16e-07 | 速度: 0.092s/batch | ETA: 0.6min
2025-11-08 11:00:32,985 - INFO - 进度:  71.0% | 批次: 740/1,042 | 损失: 4.3268 | LR: 2.19e-07 | 速度: 0.106s/batch | ETA: 0.5min
2025-11-08 11:00:33,960 - INFO - 进度:  72.0% | 批次: 750/1,042 | 损失: 4.3269 | LR: 2.22e-07 | 速度: 0.097s/batch | ETA: 0.5min
2025-11-08 11:00:34,849 - INFO - 进度:  72.9% | 批次: 760/1,042 | 损失: 4.3266 | LR: 2.25e-07 | 速度: 0.088s/batch | ETA: 0.5min
2025-11-08 11:00:35,739 - INFO - 进度:  73.9% | 批次: 770/1,042 | 损失: 4.3263 | LR: 2.28e-07 | 速度: 0.088s/batch | ETA: 0.5min
2025-11-08 11:00:36,754 - INFO - 进度:  74.9% | 批次: 780/1,042 | 损失: 4.3261 | LR: 2.31e-07 | 速度: 0.101s/batch | ETA: 0.5min
2025-11-08 11:00:37,813 - INFO - 进度:  75.8% | 批次: 790/1,042 | 损失: 4.3259 | LR: 2.34e-07 | 速度: 0.105s/batch | ETA: 0.4min
2025-11-08 11:00:38,779 - INFO - 进度:  76.8% | 批次: 800/1,042 | 损失: 4.3258 | LR: 2.37e-07 | 速度: 0.096s/batch | ETA: 0.4min
2025-11-08 11:00:39,730 - INFO - 进度:  77.7% | 批次: 810/1,042 | 损失: 4.3256 | LR: 2.40e-07 | 速度: 0.095s/batch | ETA: 0.4min
2025-11-08 11:00:40,654 - INFO - 进度:  78.7% | 批次: 820/1,042 | 损失: 4.3255 | LR: 2.43e-07 | 速度: 0.091s/batch | ETA: 0.4min
2025-11-08 11:00:41,773 - INFO - 进度:  79.7% | 批次: 830/1,042 | 损失: 4.3252 | LR: 2.46e-07 | 速度: 0.111s/batch | ETA: 0.4min
2025-11-08 11:00:42,776 - INFO - 进度:  80.6% | 批次: 840/1,042 | 损失: 4.3250 | LR: 2.49e-07 | 速度: 0.100s/batch | ETA: 0.4min
2025-11-08 11:00:43,741 - INFO - 进度:  81.6% | 批次: 850/1,042 | 损失: 4.3248 | LR: 2.52e-07 | 速度: 0.096s/batch | ETA: 0.3min
2025-11-08 11:00:44,711 - INFO - 进度:  82.5% | 批次: 860/1,042 | 损失: 4.3246 | LR: 2.55e-07 | 速度: 0.096s/batch | ETA: 0.3min
2025-11-08 11:00:45,720 - INFO - 进度:  83.5% | 批次: 870/1,042 | 损失: 4.3243 | LR: 2.58e-07 | 速度: 0.100s/batch | ETA: 0.3min
2025-11-08 11:00:46,748 - INFO - 进度:  84.5% | 批次: 880/1,042 | 损失: 4.3240 | LR: 2.61e-07 | 速度: 0.103s/batch | ETA: 0.3min
2025-11-08 11:00:47,778 - INFO - 进度:  85.4% | 批次: 890/1,042 | 损失: 4.3238 | LR: 2.64e-07 | 速度: 0.102s/batch | ETA: 0.3min
2025-11-08 11:00:48,802 - INFO - 进度:  86.4% | 批次: 900/1,042 | 损失: 4.3237 | LR: 2.67e-07 | 速度: 0.102s/batch | ETA: 0.2min
2025-11-08 11:00:49,873 - INFO - 进度:  87.3% | 批次: 910/1,042 | 损失: 4.3235 | LR: 2.70e-07 | 速度: 0.106s/batch | ETA: 0.2min
2025-11-08 11:00:50,976 - INFO - 进度:  88.3% | 批次: 920/1,042 | 损失: 4.3233 | LR: 2.73e-07 | 速度: 0.110s/batch | ETA: 0.2min
2025-11-08 11:00:52,029 - INFO - 进度:  89.3% | 批次: 930/1,042 | 损失: 4.3230 | LR: 2.76e-07 | 速度: 0.105s/batch | ETA: 0.2min
2025-11-08 11:00:53,045 - INFO - 进度:  90.2% | 批次: 940/1,042 | 损失: 4.3228 | LR: 2.79e-07 | 速度: 0.101s/batch | ETA: 0.2min
2025-11-08 11:00:54,050 - INFO - 进度:  91.2% | 批次: 950/1,042 | 损失: 4.3226 | LR: 2.82e-07 | 速度: 0.100s/batch | ETA: 0.2min
2025-11-08 11:00:55,058 - INFO - 进度:  92.1% | 批次: 960/1,042 | 损失: 4.3222 | LR: 2.85e-07 | 速度: 0.100s/batch | ETA: 0.1min
2025-11-08 11:00:56,059 - INFO - 进度:  93.1% | 批次: 970/1,042 | 损失: 4.3221 | LR: 2.88e-07 | 速度: 0.100s/batch | ETA: 0.1min
2025-11-08 11:00:57,081 - INFO - 进度:  94.0% | 批次: 980/1,042 | 损失: 4.3218 | LR: 2.91e-07 | 速度: 0.102s/batch | ETA: 0.1min
2025-11-08 11:00:58,064 - INFO - 进度:  95.0% | 批次: 990/1,042 | 损失: 4.3216 | LR: 2.93e-07 | 速度: 0.098s/batch | ETA: 0.1min
2025-11-08 11:00:59,139 - INFO - 进度:  96.0% | 批次: 1,000/1,042 | 损失: 4.3214 | LR: 2.96e-07 | 速度: 0.107s/batch | ETA: 0.1min
2025-11-08 11:01:00,109 - INFO - 进度:  96.9% | 批次: 1,010/1,042 | 损失: 4.3211 | LR: 2.99e-07 | 速度: 0.097s/batch | ETA: 0.1min
2025-11-08 11:01:01,105 - INFO - 进度:  97.9% | 批次: 1,020/1,042 | 损失: 4.3209 | LR: 3.02e-07 | 速度: 0.099s/batch | ETA: 0.0min
2025-11-08 11:01:02,119 - INFO - 进度:  98.8% | 批次: 1,030/1,042 | 损失: 4.3205 | LR: 3.05e-07 | 速度: 0.101s/batch | ETA: 0.0min
2025-11-08 11:01:03,147 - INFO - 进度:  99.8% | 批次: 1,040/1,042 | 损失: 4.3202 | LR: 3.08e-07 | 速度: 0.102s/batch | ETA: 0.0min
2025-11-08 11:01:03,315 - INFO - 进度: 100.0% | 批次: 1,042/1,042 | 损失: 4.3202 | LR: 3.09e-07 | 速度: 0.100s/batch | ETA: 0.0min
2025-11-08 11:01:03,316 - INFO - Epoch 1 完成! | 平均损失: 4.3202 | 耗时: 1.8分钟 | 处理样本: 16,666 | 总批次: 1,042
2025-11-08 11:01:03,317 - INFO - 开始验证...
2025-11-08 11:01:06,531 - INFO - 验证完成! | 损失: 4.3182 | 困惑度: 75.05 | 耗时: 3.2秒 | 样本数: 1,936
2025-11-08 11:01:06,531 - INFO - Epoch 1 统计: 训练损失=4.3202, 验证损失=4.31821391602193, 耗时=1.9分钟, 累计耗时=1.9分钟
2025-11-08 11:01:08,460 - INFO - 结果已保存至 results/ablate_ffn/
2025-11-08 11:01:08,461 - INFO - 
============================================================
2025-11-08 11:01:08,461 - INFO - Epoch 2/5
2025-11-08 11:01:08,461 - INFO - ============================================================
2025-11-08 11:01:08,462 - INFO - Epoch 2/5: 开始训练 (1,042 批次)
2025-11-08 11:01:09,425 - INFO - 进度:   1.0% | 批次: 10/1,042 | 损失: 4.2917 | LR: 3.12e-07 | 速度: 0.096s/batch | ETA: 1.7min
2025-11-08 11:01:10,381 - INFO - 进度:   1.9% | 批次: 20/1,042 | 损失: 4.2933 | LR: 3.15e-07 | 速度: 0.095s/batch | ETA: 1.6min
2025-11-08 11:01:11,226 - INFO - 进度:   2.9% | 批次: 30/1,042 | 损失: 4.2913 | LR: 3.18e-07 | 速度: 0.084s/batch | ETA: 1.6min
2025-11-08 11:01:12,134 - INFO - 进度:   3.8% | 批次: 40/1,042 | 损失: 4.2919 | LR: 3.21e-07 | 速度: 0.090s/batch | ETA: 1.5min
2025-11-08 11:01:14,262 - INFO - 进度:   4.8% | 批次: 50/1,042 | 损失: 4.2921 | LR: 3.24e-07 | 速度: 0.212s/batch | ETA: 1.9min
2025-11-08 11:01:15,213 - INFO - 进度:   5.8% | 批次: 60/1,042 | 损失: 4.2928 | LR: 3.27e-07 | 速度: 0.095s/batch | ETA: 1.8min
2025-11-08 11:01:16,192 - INFO - 进度:   6.7% | 批次: 70/1,042 | 损失: 4.2929 | LR: 3.30e-07 | 速度: 0.098s/batch | ETA: 1.8min
2025-11-08 11:01:17,185 - INFO - 进度:   7.7% | 批次: 80/1,042 | 损失: 4.2914 | LR: 3.33e-07 | 速度: 0.099s/batch | ETA: 1.7min
2025-11-08 11:01:18,161 - INFO - 进度:   8.6% | 批次: 90/1,042 | 损失: 4.2916 | LR: 3.36e-07 | 速度: 0.097s/batch | ETA: 1.7min
2025-11-08 11:01:19,034 - INFO - 进度:   9.6% | 批次: 100/1,042 | 损失: 4.2928 | LR: 3.39e-07 | 速度: 0.087s/batch | ETA: 1.7min
2025-11-08 11:01:19,831 - INFO - 进度:  10.6% | 批次: 110/1,042 | 损失: 4.2921 | LR: 3.42e-07 | 速度: 0.079s/batch | ETA: 1.6min
2025-11-08 11:01:20,857 - INFO - 进度:  11.5% | 批次: 120/1,042 | 损失: 4.2922 | LR: 3.44e-07 | 速度: 0.102s/batch | ETA: 1.6min
2025-11-08 11:01:21,956 - INFO - 进度:  12.5% | 批次: 130/1,042 | 损失: 4.2920 | LR: 3.47e-07 | 速度: 0.109s/batch | ETA: 1.6min
2025-11-08 11:01:22,932 - INFO - 进度:  13.4% | 批次: 140/1,042 | 损失: 4.2916 | LR: 3.50e-07 | 速度: 0.097s/batch | ETA: 1.6min
2025-11-08 11:01:23,946 - INFO - 进度:  14.4% | 批次: 150/1,042 | 损失: 4.2909 | LR: 3.53e-07 | 速度: 0.101s/batch | ETA: 1.5min
2025-11-08 11:01:25,033 - INFO - 进度:  15.4% | 批次: 160/1,042 | 损失: 4.2911 | LR: 3.56e-07 | 速度: 0.108s/batch | ETA: 1.5min
2025-11-08 11:01:26,117 - INFO - 进度:  16.3% | 批次: 170/1,042 | 损失: 4.2907 | LR: 3.59e-07 | 速度: 0.108s/batch | ETA: 1.5min
2025-11-08 11:01:27,099 - INFO - 进度:  17.3% | 批次: 180/1,042 | 损失: 4.2900 | LR: 3.62e-07 | 速度: 0.098s/batch | ETA: 1.5min
2025-11-08 11:01:28,067 - INFO - 进度:  18.2% | 批次: 190/1,042 | 损失: 4.2895 | LR: 3.65e-07 | 速度: 0.096s/batch | ETA: 1.5min
2025-11-08 11:01:29,076 - INFO - 进度:  19.2% | 批次: 200/1,042 | 损失: 4.2885 | LR: 3.68e-07 | 速度: 0.101s/batch | ETA: 1.4min
2025-11-08 11:01:30,018 - INFO - 进度:  20.2% | 批次: 210/1,042 | 损失: 4.2878 | LR: 3.71e-07 | 速度: 0.094s/batch | ETA: 1.4min
2025-11-08 11:01:30,925 - INFO - 进度:  21.1% | 批次: 220/1,042 | 损失: 4.2870 | LR: 3.74e-07 | 速度: 0.090s/batch | ETA: 1.4min
2025-11-08 11:01:31,848 - INFO - 进度:  22.1% | 批次: 230/1,042 | 损失: 4.2864 | LR: 3.77e-07 | 速度: 0.092s/batch | ETA: 1.4min
2025-11-08 11:01:32,795 - INFO - 进度:  23.0% | 批次: 240/1,042 | 损失: 4.2861 | LR: 3.80e-07 | 速度: 0.094s/batch | ETA: 1.4min
2025-11-08 11:01:33,786 - INFO - 进度:  24.0% | 批次: 250/1,042 | 损失: 4.2854 | LR: 3.83e-07 | 速度: 0.099s/batch | ETA: 1.3min
2025-11-08 11:01:34,838 - INFO - 进度:  25.0% | 批次: 260/1,042 | 损失: 4.2852 | LR: 3.86e-07 | 速度: 0.105s/batch | ETA: 1.3min
2025-11-08 11:01:35,885 - INFO - 进度:  25.9% | 批次: 270/1,042 | 损失: 4.2843 | LR: 3.89e-07 | 速度: 0.104s/batch | ETA: 1.3min
2025-11-08 11:01:36,931 - INFO - 进度:  26.9% | 批次: 280/1,042 | 损失: 4.2840 | LR: 3.92e-07 | 速度: 0.104s/batch | ETA: 1.3min
2025-11-08 11:01:38,019 - INFO - 进度:  27.8% | 批次: 290/1,042 | 损失: 4.2839 | LR: 3.95e-07 | 速度: 0.108s/batch | ETA: 1.3min
2025-11-08 11:01:38,973 - INFO - 进度:  28.8% | 批次: 300/1,042 | 损失: 4.2831 | LR: 3.98e-07 | 速度: 0.095s/batch | ETA: 1.3min
2025-11-08 11:01:39,994 - INFO - 进度:  29.8% | 批次: 310/1,042 | 损失: 4.2826 | LR: 4.01e-07 | 速度: 0.102s/batch | ETA: 1.2min
2025-11-08 11:01:41,011 - INFO - 进度:  30.7% | 批次: 320/1,042 | 损失: 4.2824 | LR: 4.04e-07 | 速度: 0.101s/batch | ETA: 1.2min
2025-11-08 11:01:42,045 - INFO - 进度:  31.7% | 批次: 330/1,042 | 损失: 4.2821 | LR: 4.07e-07 | 速度: 0.103s/batch | ETA: 1.2min
2025-11-08 11:01:43,049 - INFO - 进度:  32.6% | 批次: 340/1,042 | 损失: 4.2816 | LR: 4.10e-07 | 速度: 0.100s/batch | ETA: 1.2min
2025-11-08 11:01:44,031 - INFO - 进度:  33.6% | 批次: 350/1,042 | 损失: 4.2808 | LR: 4.13e-07 | 速度: 0.097s/batch | ETA: 1.2min
2025-11-08 11:01:45,035 - INFO - 进度:  34.5% | 批次: 360/1,042 | 损失: 4.2800 | LR: 4.16e-07 | 速度: 0.100s/batch | ETA: 1.2min
2025-11-08 11:01:46,000 - INFO - 进度:  35.5% | 批次: 370/1,042 | 损失: 4.2798 | LR: 4.19e-07 | 速度: 0.096s/batch | ETA: 1.1min
2025-11-08 11:01:46,780 - INFO - 进度:  36.5% | 批次: 380/1,042 | 损失: 4.2789 | LR: 4.22e-07 | 速度: 0.078s/batch | ETA: 1.1min
2025-11-08 11:01:47,579 - INFO - 进度:  37.4% | 批次: 390/1,042 | 损失: 4.2787 | LR: 4.25e-07 | 速度: 0.079s/batch | ETA: 1.1min
2025-11-08 11:01:48,502 - INFO - 进度:  38.4% | 批次: 400/1,042 | 损失: 4.2783 | LR: 4.28e-07 | 速度: 0.092s/batch | ETA: 1.1min
